Sensor,Time Point,value
KC20710690,2022-01-30 19:00:00,435.58
KC20710690,2022-01-30 20:00:00,434.3
KC20710690,2022-01-30 21:00:00,434.7
KC20710690,2022-01-30 22:00:00,436.19
KC20710690,2022-01-30 23:00:00,437.78
KC20710690,2022-01-31 00:00:00,441.3
KC20710690,2022-01-31 01:00:00,444.17
KC20710690,2022-01-31 02:00:00,445.43
KC20710690,2022-01-31 03:00:00,446.44
KC20710690,2022-01-31 04:00:00,444.5
KC20710690,2022-01-31 05:00:00,449.53
KC20710690,2022-01-31 06:00:00,453.88
KC20710690,2022-01-31 07:00:00,461.03
KC20710690,2022-01-31 08:00:00,468.98
KC20710690,2022-01-31 09:00:00,481.0
KC20710690,2022-01-31 10:00:00,487.69
KC20710690,2022-01-31 11:00:00,487.51
KC20710690,2022-01-31 12:00:00,484.52
KC20710690,2022-01-31 13:00:00,478.43
KC20710690,2022-01-31 14:00:00,471.33
KC20710690,2022-01-31 15:00:00,462.06
KC20710690,2022-01-31 16:00:00,452.87
KC20710690,2022-01-31 17:00:00,444.12
KC20710690,2022-01-31 18:00:00,438.07
KC20710690,2022-01-31 19:00:00,437.5
KC20710690,2022-01-31 20:00:00,438.59
KC20710690,2022-01-31 21:00:00,440.15
KC20710690,2022-01-31 22:00:00,441.9
KC20710690,2022-01-31 23:00:00,443.88
KC20710690,2022-02-01 00:00:00,446.61
KC20710690,2022-02-01 01:00:00,445.45
KC20710690,2022-02-01 02:00:00,445.32
KC20710690,2022-02-01 03:00:00,446.99
KC20710690,2022-02-01 04:00:00,449.85
KC20710690,2022-02-01 05:00:00,455.25
KC20710690,2022-02-01 06:00:00,456.66
KC20710690,2022-02-01 07:00:00,460.19
KC20710690,2022-02-01 08:00:00,471.49
KC20710690,2022-02-01 09:00:00,481.06
KC20710690,2022-02-01 10:00:00,487.81
KC20710690,2022-02-01 11:00:00,489.79
KC20710690,2022-02-01 12:00:00,
KC20710690,2022-02-01 13:00:00,
KC20710690,2022-02-01 14:00:00,
KC20710690,2022-02-01 15:00:00,
KC20710690,2022-02-01 16:00:00,
KC20710690,2022-02-01 17:00:00,
KC20710690,2022-02-01 18:00:00,
KC20710690,2022-02-01 19:00:00,
KC20710690,2022-02-01 20:00:00,
KC20710690,2022-02-01 21:00:00,
KC20710690,2022-02-01 22:00:00,
KC20710690,2022-02-01 23:00:00,
KC20710690,2022-02-02 00:00:00,
KC20710690,2022-02-02 01:00:00,
KC20710690,2022-02-02 02:00:00,
KC20710690,2022-02-02 03:00:00,
KC20710690,2022-02-02 04:00:00,
KC20710690,2022-02-02 05:00:00,
KC20710690,2022-02-02 06:00:00,
KC20710690,2022-02-02 07:00:00,
KC20710690,2022-02-02 08:00:00,
KC20710690,2022-02-02 09:00:00,
KC20710690,2022-02-02 10:00:00,
KC20710690,2022-02-02 11:00:00,500.1
KC20710690,2022-02-02 12:00:00,487.12
KC20710690,2022-02-02 13:00:00,479.21
KC20710690,2022-02-02 14:00:00,469.85
KC20710690,2022-02-02 15:00:00,462.04
KC20710690,2022-02-02 16:00:00,452.35
KC20710690,2022-02-02 17:00:00,442.26
KC20710690,2022-02-02 18:00:00,436.63
KC20710690,2022-02-02 19:00:00,437.58
KC20710690,2022-02-02 20:00:00,436.54
KC20710690,2022-02-02 21:00:00,437.45
KC20710690,2022-02-02 22:00:00,438.02
KC20710690,2022-02-02 23:00:00,437.2
KC20710690,2022-02-03 00:00:00,434.74
KC20710690,2022-02-03 01:00:00,431.84
KC20710690,2022-02-03 02:00:00,430.73
KC20710690,2022-02-03 03:00:00,430.15
KC20710690,2022-02-03 04:00:00,429.45
KC20710690,2022-02-03 05:00:00,432.97
KC20710690,2022-02-03 06:00:00,438.71
KC20710690,2022-02-03 07:00:00,445.38
KC20710690,2022-02-03 08:00:00,470.62
KC20710690,2022-02-03 09:00:00,499.1
KC20710690,2022-02-03 10:00:00,512.22
KC20710690,2022-02-03 11:00:00,502.77
KC20710690,2022-02-03 12:00:00,487.42
KC20710690,2022-02-03 13:00:00,480.28
KC20710690,2022-02-03 14:00:00,473.83
KC20710690,2022-02-03 15:00:00,468.18
KC20710690,2022-02-03 16:00:00,463.54
KC20710690,2022-02-03 17:00:00,458.32
KC20710690,2022-02-03 18:00:00,459.82
KC20710690,2022-02-03 19:00:00,467.26
KC20710690,2022-02-03 20:00:00,471.46
KC20710690,2022-02-03 21:00:00,470.31
KC20710690,2022-02-03 22:00:00,460.78
KC20710690,2022-02-03 23:00:00,451.33
KC20710690,2022-02-04 00:00:00,441.76
KC20710690,2022-02-04 01:00:00,431.12
KC20710690,2022-02-04 02:00:00,422.75
KC20710690,2022-02-04 03:00:00,417.28
KC20710690,2022-02-04 04:00:00,414.08
KC20710690,2022-02-04 05:00:00,412.06
KC20710690,2022-02-04 06:00:00,415.13
KC20710690,2022-02-04 07:00:00,423.34
KC20710690,2022-02-04 08:00:00,432.16
KC20710690,2022-02-04 09:00:00,439.42
KC20710690,2022-02-04 10:00:00,445.68
KC20710690,2022-02-04 11:00:00,454.13
KC20710690,2022-02-04 12:00:00,457.41
KC20710690,2022-02-04 13:00:00,457.02
KC20710690,2022-02-04 14:00:00,452.87
KC20710690,2022-02-04 15:00:00,451.63
KC20710690,2022-02-04 16:00:00,446.17
KC20710690,2022-02-04 17:00:00,438.28
KC20710690,2022-02-04 18:00:00,432.41
KC20710690,2022-02-04 19:00:00,428.54
KC20710690,2022-02-04 20:00:00,425.65
KC20710690,2022-02-04 21:00:00,422.36
KC20710690,2022-02-04 22:00:00,420.09
KC20710690,2022-02-04 23:00:00,418.5
KC20710690,2022-02-05 00:00:00,417.56
KC20710690,2022-02-05 01:00:00,416.2
KC20710690,2022-02-05 02:00:00,415.99
KC20710690,2022-02-05 03:00:00,415.02
KC20710690,2022-02-05 04:00:00,414.39
KC20710690,2022-02-05 05:00:00,414.23
KC20710690,2022-02-05 06:00:00,414.59
KC20710690,2022-02-05 07:00:00,416.36
KC20710690,2022-02-05 08:00:00,417.62
KC20710690,2022-02-05 09:00:00,416.94
KC20710690,2022-02-05 10:00:00,415.9
KC20710690,2022-02-05 11:00:00,415.28
KC20710690,2022-02-05 12:00:00,414.89
KC20710690,2022-02-05 13:00:00,414.94
KC20710690,2022-02-05 14:00:00,415.2
KC20710690,2022-02-05 15:00:00,415.52
KC20710690,2022-02-05 16:00:00,415.92
KC20710690,2022-02-05 17:00:00,415.8
KC20710690,2022-02-05 18:00:00,417.25
KC20710690,2022-02-05 19:00:00,419.69
KC20710690,2022-02-05 20:00:00,421.45
KC20710690,2022-02-05 21:00:00,421.66
KC20710690,2022-02-05 22:00:00,420.62
KC20710690,2022-02-05 23:00:00,423.6
KC20710690,2022-02-06 00:00:00,426.13
KC20710690,2022-02-06 01:00:00,429.29
KC20710690,2022-02-06 02:00:00,432.25
KC20710690,2022-02-06 03:00:00,435.2
KC20710690,2022-02-06 04:00:00,439.34
KC20710690,2022-02-06 05:00:00,442.95
KC20710690,2022-02-06 06:00:00,447.48
KC20710690,2022-02-06 07:00:00,450.24
KC20710690,2022-02-06 08:00:00,448.4
KC20710690,2022-02-06 09:00:00,440.4
KC20710690,2022-02-06 10:00:00,432.19
KC20710690,2022-02-06 11:00:00,428.04
KC20710690,2022-02-06 12:00:00,424.62
KC20710690,2022-02-06 13:00:00,422.43
KC20710690,2022-02-06 14:00:00,420.48
KC20710690,2022-02-06 15:00:00,420.3
KC20710690,2022-02-06 16:00:00,418.48
KC20710690,2022-02-06 17:00:00,417.3
KC20710690,2022-02-06 18:00:00,416.73
KC20710690,2022-02-06 19:00:00,417.7
KC20710690,2022-02-06 20:00:00,420.14
KC20710690,2022-02-06 21:00:00,421.9
KC20710690,2022-02-06 22:00:00,422.34
KC20710690,2022-02-06 23:00:00,423.66
KC20710690,2022-02-07 00:00:00,423.62
KC20710690,2022-02-07 01:00:00,426.53
KC20710690,2022-02-07 02:00:00,428.54
KC20710690,2022-02-07 03:00:00,429.46
KC20710690,2022-02-07 04:00:00,430.76
KC20710690,2022-02-07 05:00:00,429.64
KC20710690,2022-02-07 06:00:00,432.66
KC20710690,2022-02-07 07:00:00,438.34
KC20710690,2022-02-07 08:00:00,451.24
KC20710690,2022-02-07 09:00:00,461.32
KC20710690,2022-02-07 10:00:00,466.56
KC20710690,2022-02-07 11:00:00,463.72
KC20710690,2022-02-07 12:00:00,461.96
KC20710690,2022-02-07 13:00:00,459.74
KC20710690,2022-02-07 14:00:00,457.59
KC20710690,2022-02-07 15:00:00,450.86
KC20710690,2022-02-07 16:00:00,443.81
KC20710690,2022-02-07 17:00:00,437.52
KC20710690,2022-02-07 18:00:00,435.16
KC20710690,2022-02-07 19:00:00,432.29
KC20710690,2022-02-07 20:00:00,430.46
KC20710690,2022-02-07 21:00:00,429.54
KC20710690,2022-02-07 22:00:00,429.46
KC20710690,2022-02-07 23:00:00,430.31
KC20710690,2022-02-08 00:00:00,429.84
KC20710690,2022-02-08 01:00:00,428.15
KC20710690,2022-02-08 02:00:00,425.33
KC20710690,2022-02-08 03:00:00,422.62
KC20710690,2022-02-08 04:00:00,420.7
KC20710690,2022-02-08 05:00:00,420.23
KC20710690,2022-02-08 06:00:00,424.52
KC20710690,2022-02-08 07:00:00,435.83
KC20710690,2022-02-08 08:00:00,453.53
KC20710690,2022-02-08 09:00:00,464.55
KC20710690,2022-02-08 10:00:00,456.66
KC20710690,2022-02-08 11:00:00,451.58
KC20710690,2022-02-08 12:00:00,448.05
KC20710690,2022-02-08 13:00:00,441.84
KC20710690,2022-02-08 14:00:00,442.09
KC20710690,2022-02-08 15:00:00,440.68
KC20710690,2022-02-08 16:00:00,438.15
KC20710690,2022-02-08 17:00:00,430.28
KC20710690,2022-02-08 18:00:00,422.58
KC20710690,2022-02-08 19:00:00,421.8
KC20710690,2022-02-08 20:00:00,421.68
KC20710690,2022-02-08 21:00:00,422.37
KC20710690,2022-02-08 22:00:00,423.22
KC20710690,2022-02-08 23:00:00,427.41
KC20710690,2022-02-09 00:00:00,435.67
KC20710690,2022-02-09 01:00:00,445.15
KC20710690,2022-02-09 02:00:00,457.63
KC20710690,2022-02-09 03:00:00,477.57
KC20710690,2022-02-09 04:00:00,493.65
KC20710690,2022-02-09 05:00:00,497.33
KC20710690,2022-02-09 06:00:00,497.71
KC20710690,2022-02-09 07:00:00,500.63
KC20710690,2022-02-09 08:00:00,507.06
KC20710690,2022-02-09 09:00:00,509.08
KC20710690,2022-02-09 10:00:00,508.55
KC20710690,2022-02-09 11:00:00,500.98
KC20710690,2022-02-09 12:00:00,487.89
KC20710690,2022-02-09 13:00:00,467.13
KC20710690,2022-02-09 14:00:00,456.7
KC20710690,2022-02-09 15:00:00,448.55
KC20710690,2022-02-09 16:00:00,444.04
KC20710690,2022-02-09 17:00:00,436.16
KC20710690,2022-02-09 18:00:00,423.44
KC20710690,2022-02-09 19:00:00,416.29
KC20710690,2022-02-09 20:00:00,413.39
KC20710690,2022-02-09 21:00:00,411.64
KC20710690,2022-02-09 22:00:00,409.54
KC20710690,2022-02-09 23:00:00,407.71
KC20710690,2022-02-10 00:00:00,406.91
KC20710690,2022-02-10 01:00:00,406.16
KC20710690,2022-02-10 02:00:00,404.3
KC20710690,2022-02-10 03:00:00,404.35
KC20710690,2022-02-10 04:00:00,405.14
KC20710690,2022-02-10 05:00:00,414.75
KC20710690,2022-02-10 06:00:00,422.31
KC20710690,2022-02-10 07:00:00,430.47
KC20710690,2022-02-10 08:00:00,438.09
KC20710690,2022-02-10 09:00:00,449.16
KC20710690,2022-02-10 10:00:00,454.48
KC20710690,2022-02-10 11:00:00,451.14
KC20710690,2022-02-10 12:00:00,437.55
KC20710690,2022-02-10 13:00:00,431.74
KC20710690,2022-02-10 14:00:00,432.7
KC20710690,2022-02-10 15:00:00,433.67
KC20710690,2022-02-10 16:00:00,430.56
KC20710690,2022-02-10 17:00:00,423.96
KC20710690,2022-02-10 18:00:00,417.44
KC20710690,2022-02-10 19:00:00,424.12
KC20710690,2022-02-10 20:00:00,426.02
KC20710690,2022-02-10 21:00:00,427.24
KC20710690,2022-02-10 22:00:00,431.9
KC20710690,2022-02-10 23:00:00,443.42
KC20710690,2022-02-11 00:00:00,457.05
KC20710690,2022-02-11 01:00:00,469.7
KC20710690,2022-02-11 02:00:00,479.27
KC20710690,2022-02-11 03:00:00,489.79
KC20710690,2022-02-11 04:00:00,513.03
KC20710690,2022-02-11 05:00:00,527.02
KC20710690,2022-02-11 06:00:00,553.59
KC20710690,2022-02-11 07:00:00,572.71
KC20710690,2022-02-11 08:00:00,545.75
KC20710690,2022-02-11 09:00:00,512.51
KC20710690,2022-02-11 10:00:00,492.75
KC20710690,2022-02-11 11:00:00,472.97
KC20710690,2022-02-11 12:00:00,453.28
KC20710690,2022-02-11 13:00:00,446.93
KC20710690,2022-02-11 14:00:00,440.66
KC20710690,2022-02-11 15:00:00,436.76
KC20710690,2022-02-11 16:00:00,433.44
KC20710690,2022-02-11 17:00:00,428.84
KC20710690,2022-02-11 18:00:00,424.24
KC20710690,2022-02-11 19:00:00,421.52
KC20710690,2022-02-11 20:00:00,419.96
KC20710690,2022-02-11 21:00:00,416.02
KC20710690,2022-02-11 22:00:00,412.52
KC20710690,2022-02-11 23:00:00,409.79
KC20710690,2022-02-12 00:00:00,407.98
KC20710690,2022-02-12 01:00:00,405.73
KC20710690,2022-02-12 02:00:00,404.69
KC20710690,2022-02-12 03:00:00,402.48
KC20710690,2022-02-12 04:00:00,402.42
KC20710690,2022-02-12 05:00:00,400.98
KC20710690,2022-02-12 06:00:00,401.47
KC20710690,2022-02-12 07:00:00,404.42
KC20710690,2022-02-12 08:00:00,407.02
KC20710690,2022-02-12 09:00:00,409.1
KC20710690,2022-02-12 10:00:00,409.33
KC20710690,2022-02-12 11:00:00,408.3
KC20710690,2022-02-12 12:00:00,405.87
KC20710690,2022-02-12 13:00:00,403.58
KC20710690,2022-02-12 14:00:00,402.23
KC20710690,2022-02-12 15:00:00,401.77
KC20710690,2022-02-12 16:00:00,401.06
KC20710690,2022-02-12 17:00:00,401.28
KC20710690,2022-02-12 18:00:00,401.8
KC20710690,2022-02-12 19:00:00,401.27
KC20710690,2022-02-12 20:00:00,400.54
KC20710690,2022-02-12 21:00:00,401.1
KC20710690,2022-02-12 22:00:00,401.08
KC20710690,2022-02-12 23:00:00,402.06
KC20710690,2022-02-13 00:00:00,400.83
KC20710690,2022-02-13 01:00:00,400.29
KC20710690,2022-02-13 02:00:00,398.89
KC20710690,2022-02-13 03:00:00,399.98
KC20710690,2022-02-13 04:00:00,401.06
KC20710690,2022-02-13 05:00:00,402.38
KC20710690,2022-02-13 06:00:00,403.2
KC20710690,2022-02-13 07:00:00,404.24
KC20710690,2022-02-13 08:00:00,404.05
KC20710690,2022-02-13 09:00:00,404.67
KC20710690,2022-02-13 10:00:00,404.63
KC20710690,2022-02-13 11:00:00,404.87
KC20710690,2022-02-13 12:00:00,404.82
KC20710690,2022-02-13 13:00:00,403.82
KC20710690,2022-02-13 14:00:00,403.1
KC20710690,2022-02-13 15:00:00,403.39
KC20710690,2022-02-13 16:00:00,402.98
KC20710690,2022-02-13 17:00:00,403.46
KC20710690,2022-02-13 18:00:00,402.82
KC20710690,2022-02-13 19:00:00,404.03
KC20710690,2022-02-13 20:00:00,405.57
KC20710690,2022-02-13 21:00:00,407.12
KC20710690,2022-02-13 22:00:00,409.38
KC20710690,2022-02-13 23:00:00,410.16
KC20710690,2022-02-14 00:00:00,411.38
KC20710690,2022-02-14 01:00:00,411.67
KC20710690,2022-02-14 02:00:00,411.73
KC20710690,2022-02-14 03:00:00,409.85
KC20710690,2022-02-14 04:00:00,409.61
KC20710690,2022-02-14 05:00:00,416.7
KC20710690,2022-02-14 06:00:00,416.75
KC20710690,2022-02-14 07:00:00,419.78
KC20710690,2022-02-14 08:00:00,424.27
KC20710690,2022-02-14 09:00:00,430.45
KC20710690,2022-02-14 10:00:00,434.7
KC20710690,2022-02-14 11:00:00,438.18
KC20710690,2022-02-14 12:00:00,440.58
KC20710690,2022-02-14 13:00:00,445.6
KC20710690,2022-02-14 14:00:00,447.76
KC20710690,2022-02-14 15:00:00,445.5
KC20710690,2022-02-14 16:00:00,441.18
KC20710690,2022-02-14 17:00:00,434.29
KC20710690,2022-02-14 18:00:00,428.75
KC20710690,2022-02-14 19:00:00,423.96
KC20710690,2022-02-14 20:00:00,420.55
KC20710690,2022-02-14 21:00:00,420.12
KC20710690,2022-02-14 22:00:00,420.65
KC20710690,2022-02-14 23:00:00,419.75
KC20710690,2022-02-15 00:00:00,418.23
KC20710690,2022-02-15 01:00:00,418.18
KC20710690,2022-02-15 02:00:00,418.46
KC20710690,2022-02-15 03:00:00,419.69
KC20710690,2022-02-15 04:00:00,421.44
KC20710690,2022-02-15 05:00:00,430.67
KC20710690,2022-02-15 06:00:00,435.97
KC20710690,2022-02-15 07:00:00,439.31
KC20710690,2022-02-15 08:00:00,447.98
KC20710690,2022-02-15 09:00:00,461.46
KC20710690,2022-02-15 10:00:00,469.84
KC20710690,2022-02-15 11:00:00,474.75
KC20710690,2022-02-15 12:00:00,476.52
KC20710690,2022-02-15 13:00:00,473.29
KC20710690,2022-02-15 14:00:00,467.96
KC20710690,2022-02-15 15:00:00,461.5
KC20710690,2022-02-15 16:00:00,454.72
KC20710690,2022-02-15 17:00:00,442.69
KC20710690,2022-02-15 18:00:00,438.52
KC20710690,2022-02-15 19:00:00,436.8
KC20710690,2022-02-15 20:00:00,435.99
KC20710690,2022-02-15 21:00:00,432.48
KC20710690,2022-02-15 22:00:00,429.14
KC20710690,2022-02-15 23:00:00,426.4
KC20710690,2022-02-16 00:00:00,424.48
KC20710690,2022-02-16 01:00:00,421.92
KC20710690,2022-02-16 02:00:00,420.44
KC20710690,2022-02-16 03:00:00,419.98
KC20710690,2022-02-16 04:00:00,419.76
KC20710690,2022-02-16 05:00:00,423.36
KC20710690,2022-02-16 06:00:00,426.44
KC20710690,2022-02-16 07:00:00,435.58
KC20710690,2022-02-16 08:00:00,447.16
KC20710690,2022-02-16 09:00:00,453.47
KC20710690,2022-02-16 10:00:00,459.31
KC20710690,2022-02-16 11:00:00,464.81
KC20710690,2022-02-16 12:00:00,468.52
KC20710690,2022-02-16 13:00:00,462.15
KC20710690,2022-02-16 14:00:00,452.48
KC20710690,2022-02-16 15:00:00,448.81
KC20710690,2022-02-16 16:00:00,448.19
KC20710690,2022-02-16 17:00:00,444.42
KC20710690,2022-02-16 18:00:00,433.02
KC20710690,2022-02-16 19:00:00,426.74
KC20710690,2022-02-16 20:00:00,424.3
KC20710690,2022-02-16 21:00:00,421.39
KC20710690,2022-02-16 22:00:00,419.09
KC20710690,2022-02-16 23:00:00,416.92
KC20710690,2022-02-17 00:00:00,415.0
KC20710690,2022-02-17 01:00:00,412.49
KC20710690,2022-02-17 02:00:00,410.34
KC20710690,2022-02-17 03:00:00,409.56
KC20710690,2022-02-17 04:00:00,409.67
KC20710690,2022-02-17 05:00:00,417.43
KC20710690,2022-02-17 06:00:00,418.91
KC20710690,2022-02-17 07:00:00,419.77
KC20710690,2022-02-17 08:00:00,420.79
KC20710690,2022-02-17 09:00:00,426.68
KC20710690,2022-02-17 10:00:00,433.12
KC20710690,2022-02-17 11:00:00,436.77
KC20710690,2022-02-17 12:00:00,438.49
KC20710690,2022-02-17 13:00:00,439.57
KC20710690,2022-02-17 14:00:00,440.73
KC20710690,2022-02-17 15:00:00,439.22
KC20710690,2022-02-17 16:00:00,434.83
KC20710690,2022-02-17 17:00:00,425.06
KC20710690,2022-02-17 18:00:00,418.54
KC20710690,2022-02-17 19:00:00,412.66
KC20710690,2022-02-17 20:00:00,410.16
KC20710690,2022-02-17 21:00:00,409.7
KC20710690,2022-02-17 22:00:00,408.04
KC20710690,2022-02-17 23:00:00,404.65
KC20710690,2022-02-18 00:00:00,400.98
KC20710690,2022-02-18 01:00:00,397.78
KC20710690,2022-02-18 02:00:00,393.68
KC20710690,2022-02-18 03:00:00,392.46
KC20710690,2022-02-18 04:00:00,392.86
KC20710690,2022-02-18 05:00:00,397.45
KC20710690,2022-02-18 06:00:00,399.35
KC20710690,2022-02-18 07:00:00,401.46
KC20710690,2022-02-18 08:00:00,406.39
KC20710690,2022-02-18 09:00:00,409.77
KC20710690,2022-02-18 10:00:00,414.08
KC20710690,2022-02-18 11:00:00,416.72
KC20710690,2022-02-18 12:00:00,417.94
KC20710690,2022-02-18 13:00:00,418.81
KC20710690,2022-02-18 14:00:00,419.4
KC20710690,2022-02-18 15:00:00,419.82
KC20710690,2022-02-18 16:00:00,418.66
KC20710690,2022-02-18 17:00:00,416.8
KC20710690,2022-02-18 18:00:00,415.19
KC20710690,2022-02-18 19:00:00,414.09
KC20710690,2022-02-18 20:00:00,411.17
KC20710690,2022-02-18 21:00:00,408.98
KC20710690,2022-02-18 22:00:00,406.58
KC20710690,2022-02-18 23:00:00,405.78
KC20710690,2022-02-19 00:00:00,406.24
KC20710690,2022-02-19 01:00:00,407.04
KC20710690,2022-02-19 02:00:00,407.26
KC20710690,2022-02-19 03:00:00,408.22
KC20710690,2022-02-19 04:00:00,411.88
KC20710690,2022-02-19 05:00:00,417.83
KC20710690,2022-02-19 06:00:00,420.13
KC20710690,2022-02-19 07:00:00,417.65
KC20710690,2022-02-19 08:00:00,414.34
KC20710690,2022-02-19 09:00:00,411.07
KC20710690,2022-02-19 10:00:00,407.86
KC20710690,2022-02-19 11:00:00,405.23
KC20710690,2022-02-19 12:00:00,404.28
KC20710690,2022-02-19 13:00:00,402.03
KC20710690,2022-02-19 14:00:00,399.48
KC20710690,2022-02-19 15:00:00,397.46
KC20710690,2022-02-19 16:00:00,396.34
KC20710690,2022-02-19 17:00:00,395.76
KC20710690,2022-02-19 18:00:00,397.25
KC20710690,2022-02-19 19:00:00,398.68
KC20710690,2022-02-19 20:00:00,400.13
KC20710690,2022-02-19 21:00:00,400.94
KC20710690,2022-02-19 22:00:00,401.96
KC20710690,2022-02-19 23:00:00,403.12
KC20710690,2022-02-20 00:00:00,405.38
KC20710690,2022-02-20 01:00:00,413.31
KC20710690,2022-02-20 02:00:00,413.33
KC20710690,2022-02-20 03:00:00,415.48
KC20710690,2022-02-20 04:00:00,417.88
KC20710690,2022-02-20 05:00:00,419.9
KC20710690,2022-02-20 06:00:00,421.59
KC20710690,2022-02-20 07:00:00,424.04
KC20710690,2022-02-20 08:00:00,424.18
KC20710690,2022-02-20 09:00:00,420.99
KC20710690,2022-02-20 10:00:00,420.21
KC20710690,2022-02-20 11:00:00,417.69
KC20710690,2022-02-20 12:00:00,415.8
KC20710690,2022-02-20 13:00:00,414.17
KC20710690,2022-02-20 14:00:00,412.29
KC20710690,2022-02-20 15:00:00,412.48
KC20710690,2022-02-20 16:00:00,411.65
KC20710690,2022-02-20 17:00:00,411.21
KC20710690,2022-02-20 18:00:00,411.57
KC20710690,2022-02-20 19:00:00,412.72
KC20710690,2022-02-20 20:00:00,414.06
KC20710690,2022-02-20 21:00:00,416.04
KC20710690,2022-02-20 22:00:00,416.62
KC20710690,2022-02-20 23:00:00,416.39
KC20710690,2022-02-21 00:00:00,416.0
KC20710690,2022-02-21 01:00:00,415.56
KC20710690,2022-02-21 02:00:00,415.39
KC20710690,2022-02-21 03:00:00,415.63
KC20710690,2022-02-21 04:00:00,415.72
KC20710690,2022-02-21 05:00:00,417.05
KC20710690,2022-02-21 06:00:00,417.35
KC20710690,2022-02-21 07:00:00,420.17
KC20710690,2022-02-21 08:00:00,424.67
KC20710690,2022-02-21 09:00:00,425.39
KC20710690,2022-02-21 10:00:00,424.98
KC20710690,2022-02-21 11:00:00,423.42
KC20710690,2022-02-21 12:00:00,422.79
KC20710690,2022-02-21 13:00:00,421.34
KC20710690,2022-02-21 14:00:00,419.66
KC20710690,2022-02-21 15:00:00,419.16
KC20710690,2022-02-21 16:00:00,417.41
KC20710690,2022-02-21 17:00:00,415.88
KC20710690,2022-02-21 18:00:00,415.78
KC20710690,2022-02-21 19:00:00,415.69
KC20710690,2022-02-21 20:00:00,416.87
KC20710690,2022-02-21 21:00:00,419.48
KC20710690,2022-02-21 22:00:00,421.71
KC20710690,2022-02-21 23:00:00,424.11
KC20710690,2022-02-22 00:00:00,424.51
KC20710690,2022-02-22 01:00:00,424.0
KC20710690,2022-02-22 02:00:00,423.73
KC20710690,2022-02-22 03:00:00,424.83
KC20710690,2022-02-22 04:00:00,433.17
KC20710690,2022-02-22 05:00:00,444.56
KC20710690,2022-02-22 06:00:00,456.63
KC20710690,2022-02-22 07:00:00,473.58
KC20710690,2022-02-22 08:00:00,498.24
KC20710690,2022-02-22 09:00:00,511.57
KC20710690,2022-02-22 10:00:00,503.94
KC20710690,2022-02-22 11:00:00,500.22
KC20710690,2022-02-22 12:00:00,495.15
KC20710690,2022-02-22 13:00:00,488.52
KC20710690,2022-02-22 14:00:00,482.74
KC20710690,2022-02-22 15:00:00,477.94
KC20710690,2022-02-22 16:00:00,472.43
KC20710690,2022-02-22 17:00:00,458.15
KC20710690,2022-02-22 18:00:00,444.91
KC20710690,2022-02-22 19:00:00,436.09
KC20710690,2022-02-22 20:00:00,432.39
KC20710690,2022-02-22 21:00:00,430.99
KC20710690,2022-02-22 22:00:00,428.77
KC20710690,2022-02-22 23:00:00,425.98
KC20710690,2022-02-23 00:00:00,423.98
KC20710690,2022-02-23 01:00:00,421.86
KC20710690,2022-02-23 02:00:00,419.27
KC20710690,2022-02-23 03:00:00,417.92
KC20710690,2022-02-23 04:00:00,417.1
KC20710690,2022-02-23 05:00:00,418.78
KC20710690,2022-02-23 06:00:00,419.77
KC20710690,2022-02-23 07:00:00,424.38
KC20710690,2022-02-23 08:00:00,431.35
KC20710690,2022-02-23 09:00:00,439.52
KC20710690,2022-02-23 10:00:00,449.36
KC20710690,2022-02-23 11:00:00,457.97
KC20710690,2022-02-23 12:00:00,460.16
KC20710690,2022-02-23 13:00:00,462.19
KC20710690,2022-02-23 14:00:00,457.15
KC20710690,2022-02-23 15:00:00,452.24
KC20710690,2022-02-23 16:00:00,448.27
KC20710690,2022-02-23 17:00:00,445.06
KC20710690,2022-02-23 18:00:00,438.56
KC20710690,2022-02-23 19:00:00,433.74
KC20710690,2022-02-23 20:00:00,429.2
KC20710690,2022-02-23 21:00:00,425.15
KC20710690,2022-02-23 22:00:00,424.07
KC20710690,2022-02-23 23:00:00,422.19
KC20710690,2022-02-24 00:00:00,421.47
KC20710690,2022-02-24 01:00:00,420.17
KC20710690,2022-02-24 02:00:00,418.67
KC20710690,2022-02-24 03:00:00,418.02
KC20710690,2022-02-24 04:00:00,417.39
KC20710690,2022-02-24 05:00:00,425.43
KC20710690,2022-02-24 06:00:00,426.57
KC20710690,2022-02-24 07:00:00,430.83
KC20710690,2022-02-24 08:00:00,438.76
KC20710690,2022-02-24 09:00:00,451.98
KC20710690,2022-02-24 10:00:00,465.03
KC20710690,2022-02-24 11:00:00,472.88
KC20710690,2022-02-24 12:00:00,477.56
KC20710690,2022-02-24 13:00:00,482.97
KC20710690,2022-02-24 14:00:00,489.27
KC20710690,2022-02-24 15:00:00,484.6
KC20710690,2022-02-24 16:00:00,475.23
KC20710690,2022-02-24 17:00:00,467.03
KC20710690,2022-02-24 18:00:00,456.8
KC20710690,2022-02-24 19:00:00,448.95
KC20710690,2022-02-24 20:00:00,444.3
KC20710690,2022-02-24 21:00:00,441.3
KC20710690,2022-02-24 22:00:00,438.68
KC20710690,2022-02-24 23:00:00,436.86
KC20710690,2022-02-25 00:00:00,433.4
KC20710690,2022-02-25 01:00:00,429.51
KC20710690,2022-02-25 02:00:00,427.0
KC20710690,2022-02-25 03:00:00,424.94
KC20710690,2022-02-25 04:00:00,423.98
KC20710690,2022-02-25 05:00:00,427.57
