Sensor,Time Point,value
DC21410602,2022-01-01 05:00:00,
DC21410602,2022-01-01 06:00:00,
DC21410602,2022-01-01 07:00:00,
DC21410602,2022-01-01 08:00:00,
DC21410602,2022-01-01 09:00:00,
DC21410602,2022-01-01 10:00:00,
DC21410602,2022-01-01 11:00:00,
DC21410602,2022-01-01 12:00:00,
DC21410602,2022-01-01 13:00:00,
DC21410602,2022-01-01 14:00:00,
DC21410602,2022-01-01 15:00:00,
DC21410602,2022-01-01 16:00:00,
DC21410602,2022-01-01 17:00:00,
DC21410602,2022-01-01 18:00:00,
DC21410602,2022-01-01 19:00:00,
DC21410602,2022-01-01 20:00:00,
DC21410602,2022-01-01 21:00:00,
DC21410602,2022-01-01 22:00:00,
DC21410602,2022-01-01 23:00:00,
DC21410602,2022-01-02 00:00:00,
DC21410602,2022-01-02 01:00:00,
DC21410602,2022-01-02 02:00:00,
DC21410602,2022-01-02 03:00:00,
DC21410602,2022-01-02 04:00:00,
DC21410602,2022-01-02 05:00:00,
DC21410602,2022-01-02 06:00:00,
DC21410602,2022-01-02 07:00:00,
DC21410602,2022-01-02 08:00:00,
DC21410602,2022-01-02 09:00:00,
DC21410602,2022-01-02 10:00:00,
DC21410602,2022-01-02 11:00:00,
DC21410602,2022-01-02 12:00:00,
DC21410602,2022-01-02 13:00:00,
DC21410602,2022-01-02 14:00:00,
DC21410602,2022-01-02 15:00:00,
DC21410602,2022-01-02 16:00:00,
DC21410602,2022-01-02 17:00:00,
DC21410602,2022-01-02 18:00:00,
DC21410602,2022-01-02 19:00:00,
DC21410602,2022-01-02 20:00:00,
DC21410602,2022-01-02 21:00:00,
DC21410602,2022-01-02 22:00:00,
DC21410602,2022-01-02 23:00:00,
DC21410602,2022-01-03 00:00:00,
DC21410602,2022-01-03 01:00:00,
DC21410602,2022-01-03 02:00:00,
DC21410602,2022-01-03 03:00:00,
DC21410602,2022-01-03 04:00:00,
DC21410602,2022-01-03 05:00:00,
DC21410602,2022-01-03 06:00:00,
DC21410602,2022-01-03 07:00:00,
DC21410602,2022-01-03 08:00:00,
DC21410602,2022-01-03 09:00:00,
DC21410602,2022-01-03 10:00:00,
DC21410602,2022-01-03 11:00:00,
DC21410602,2022-01-03 12:00:00,19.42
DC21410602,2022-01-03 13:00:00,15.27
DC21410602,2022-01-03 14:00:00,6.71
DC21410602,2022-01-03 15:00:00,6.89
DC21410602,2022-01-03 16:00:00,7.6
DC21410602,2022-01-03 17:00:00,10.82
DC21410602,2022-01-03 18:00:00,13.9
DC21410602,2022-01-03 19:00:00,10.82
DC21410602,2022-01-03 20:00:00,11.15
DC21410602,2022-01-03 21:00:00,9.53
DC21410602,2022-01-03 22:00:00,8.65
DC21410602,2022-01-03 23:00:00,11.48
DC21410602,2022-01-04 00:00:00,7.53
DC21410602,2022-01-04 01:00:00,7.2
DC21410602,2022-01-04 02:00:00,7.48
DC21410602,2022-01-04 03:00:00,7.75
DC21410602,2022-01-04 04:00:00,9.78
DC21410602,2022-01-04 05:00:00,21.97
DC21410602,2022-01-04 06:00:00,13.42
DC21410602,2022-01-04 07:00:00,60.81
DC21410602,2022-01-04 08:00:00,102.1
DC21410602,2022-01-04 09:00:00,98.55
DC21410602,2022-01-04 10:00:00,79.91
DC21410602,2022-01-04 11:00:00,74.98
DC21410602,2022-01-04 12:00:00,76.45
DC21410602,2022-01-04 13:00:00,70.13
DC21410602,2022-01-04 14:00:00,66.77
DC21410602,2022-01-04 15:00:00,84.24
DC21410602,2022-01-04 16:00:00,87.4
DC21410602,2022-01-04 17:00:00,79.61
DC21410602,2022-01-04 18:00:00,70.05
DC21410602,2022-01-04 19:00:00,69.27
DC21410602,2022-01-04 20:00:00,81.21
DC21410602,2022-01-04 21:00:00,90.49
DC21410602,2022-01-04 22:00:00,87.92
DC21410602,2022-01-04 23:00:00,72.15
DC21410602,2022-01-05 00:00:00,63.24
DC21410602,2022-01-05 01:00:00,58.61
DC21410602,2022-01-05 02:00:00,59.31
DC21410602,2022-01-05 03:00:00,49.55
DC21410602,2022-01-05 04:00:00,51.17
DC21410602,2022-01-05 05:00:00,58.8
DC21410602,2022-01-05 06:00:00,52.41
DC21410602,2022-01-05 07:00:00,78.59
DC21410602,2022-01-05 08:00:00,116.56
DC21410602,2022-01-05 09:00:00,94.31
DC21410602,2022-01-05 10:00:00,98.55
DC21410602,2022-01-05 11:00:00,105.04
DC21410602,2022-01-05 12:00:00,100.48
DC21410602,2022-01-05 13:00:00,104.68
DC21410602,2022-01-05 14:00:00,120.61
DC21410602,2022-01-05 15:00:00,130.16
DC21410602,2022-01-05 16:00:00,136.5
DC21410602,2022-01-05 17:00:00,132.38
DC21410602,2022-01-05 18:00:00,131.71
DC21410602,2022-01-05 19:00:00,133.13
DC21410602,2022-01-05 20:00:00,138.38
DC21410602,2022-01-05 21:00:00,135.32
DC21410602,2022-01-05 22:00:00,132.6
DC21410602,2022-01-05 23:00:00,136.61
DC21410602,2022-01-06 00:00:00,137.83
DC21410602,2022-01-06 01:00:00,140.64
DC21410602,2022-01-06 02:00:00,136.07
DC21410602,2022-01-06 03:00:00,130.06
DC21410602,2022-01-06 04:00:00,126.58
DC21410602,2022-01-06 05:00:00,123.16
DC21410602,2022-01-06 06:00:00,100.64
DC21410602,2022-01-06 07:00:00,103.85
DC21410602,2022-01-06 08:00:00,115.9
DC21410602,2022-01-06 09:00:00,130.32
DC21410602,2022-01-06 10:00:00,126.73
DC21410602,2022-01-06 11:00:00,100.07
DC21410602,2022-01-06 12:00:00,90.96
DC21410602,2022-01-06 13:00:00,88.16
DC21410602,2022-01-06 14:00:00,80.8
DC21410602,2022-01-06 15:00:00,82.61
DC21410602,2022-01-06 16:00:00,77.82
DC21410602,2022-01-06 17:00:00,63.56
DC21410602,2022-01-06 18:00:00,52.7
DC21410602,2022-01-06 19:00:00,47.7
DC21410602,2022-01-06 20:00:00,57.32
DC21410602,2022-01-06 21:00:00,55.02
DC21410602,2022-01-06 22:00:00,47.8
DC21410602,2022-01-06 23:00:00,44.05
DC21410602,2022-01-07 00:00:00,31.97
DC21410602,2022-01-07 01:00:00,26.68
DC21410602,2022-01-07 02:00:00,33.13
DC21410602,2022-01-07 03:00:00,35.0
DC21410602,2022-01-07 04:00:00,37.11
DC21410602,2022-01-07 05:00:00,52.9
DC21410602,2022-01-07 06:00:00,37.14
DC21410602,2022-01-07 07:00:00,40.75
DC21410602,2022-01-07 08:00:00,41.36
DC21410602,2022-01-07 09:00:00,37.58
DC21410602,2022-01-07 10:00:00,36.67
DC21410602,2022-01-07 11:00:00,30.65
DC21410602,2022-01-07 12:00:00,27.48
DC21410602,2022-01-07 13:00:00,25.03
DC21410602,2022-01-07 14:00:00,25.21
DC21410602,2022-01-07 15:00:00,45.97
DC21410602,2022-01-07 16:00:00,45.41
DC21410602,2022-01-07 17:00:00,28.09
DC21410602,2022-01-07 18:00:00,8.99
DC21410602,2022-01-07 19:00:00,7.34
DC21410602,2022-01-07 20:00:00,7.01
DC21410602,2022-01-07 21:00:00,8.95
DC21410602,2022-01-07 22:00:00,8.39
DC21410602,2022-01-07 23:00:00,12.62
DC21410602,2022-01-08 00:00:00,14.55
DC21410602,2022-01-08 01:00:00,8.64
DC21410602,2022-01-08 02:00:00,10.22
DC21410602,2022-01-08 03:00:00,9.03
DC21410602,2022-01-08 04:00:00,7.59
DC21410602,2022-01-08 05:00:00,8.71
DC21410602,2022-01-08 06:00:00,10.34
DC21410602,2022-01-08 07:00:00,9.13
DC21410602,2022-01-08 08:00:00,10.07
DC21410602,2022-01-08 09:00:00,9.35
DC21410602,2022-01-08 10:00:00,13.06
DC21410602,2022-01-08 11:00:00,25.23
DC21410602,2022-01-08 12:00:00,63.08
DC21410602,2022-01-08 13:00:00,37.2
DC21410602,2022-01-08 14:00:00,37.95
DC21410602,2022-01-08 15:00:00,40.14
DC21410602,2022-01-08 16:00:00,38.64
DC21410602,2022-01-08 17:00:00,34.27
DC21410602,2022-01-08 18:00:00,33.54
DC21410602,2022-01-08 19:00:00,32.29
DC21410602,2022-01-08 20:00:00,33.03
DC21410602,2022-01-08 21:00:00,34.96
DC21410602,2022-01-08 22:00:00,34.54
DC21410602,2022-01-08 23:00:00,49.34
DC21410602,2022-01-09 00:00:00,46.17
DC21410602,2022-01-09 01:00:00,44.33
DC21410602,2022-01-09 02:00:00,43.84
DC21410602,2022-01-09 03:00:00,42.54
DC21410602,2022-01-09 04:00:00,37.93
DC21410602,2022-01-09 05:00:00,36.88
DC21410602,2022-01-09 06:00:00,36.18
DC21410602,2022-01-09 07:00:00,48.74
DC21410602,2022-01-09 08:00:00,59.68
DC21410602,2022-01-09 09:00:00,57.83
DC21410602,2022-01-09 10:00:00,62.55
DC21410602,2022-01-09 11:00:00,68.7
DC21410602,2022-01-09 12:00:00,79.24
DC21410602,2022-01-09 13:00:00,91.6
DC21410602,2022-01-09 14:00:00,101.05
DC21410602,2022-01-09 15:00:00,107.3
DC21410602,2022-01-09 16:00:00,108.17
DC21410602,2022-01-09 17:00:00,113.55
DC21410602,2022-01-09 18:00:00,116.39
DC21410602,2022-01-09 19:00:00,126.75
DC21410602,2022-01-09 20:00:00,137.51
DC21410602,2022-01-09 21:00:00,138.01
DC21410602,2022-01-09 22:00:00,142.55
DC21410602,2022-01-09 23:00:00,137.35
DC21410602,2022-01-10 00:00:00,122.25
DC21410602,2022-01-10 01:00:00,94.21
DC21410602,2022-01-10 02:00:00,71.72
DC21410602,2022-01-10 03:00:00,66.27
DC21410602,2022-01-10 04:00:00,61.97
DC21410602,2022-01-10 05:00:00,87.05
DC21410602,2022-01-10 06:00:00,79.57
DC21410602,2022-01-10 07:00:00,121.78
DC21410602,2022-01-10 08:00:00,123.21
DC21410602,2022-01-10 09:00:00,152.45
DC21410602,2022-01-10 10:00:00,140.4
DC21410602,2022-01-10 11:00:00,168.72
DC21410602,2022-01-10 12:00:00,140.13
DC21410602,2022-01-10 13:00:00,127.6
DC21410602,2022-01-10 14:00:00,116.34
DC21410602,2022-01-10 15:00:00,138.38
DC21410602,2022-01-10 16:00:00,124.24
DC21410602,2022-01-10 17:00:00,110.47
DC21410602,2022-01-10 18:00:00,101.68
DC21410602,2022-01-10 19:00:00,88.98
DC21410602,2022-01-10 20:00:00,63.66
DC21410602,2022-01-10 21:00:00,34.28
DC21410602,2022-01-10 22:00:00,18.66
DC21410602,2022-01-10 23:00:00,11.69
DC21410602,2022-01-11 00:00:00,7.89
DC21410602,2022-01-11 01:00:00,9.37
DC21410602,2022-01-11 02:00:00,12.92
DC21410602,2022-01-11 03:00:00,6.84
DC21410602,2022-01-11 04:00:00,17.64
DC21410602,2022-01-11 05:00:00,49.99
DC21410602,2022-01-11 06:00:00,55.23
DC21410602,2022-01-11 07:00:00,92.28
DC21410602,2022-01-11 08:00:00,131.35
DC21410602,2022-01-11 09:00:00,184.96
DC21410602,2022-01-11 10:00:00,144.04
DC21410602,2022-01-11 11:00:00,140.73
DC21410602,2022-01-11 12:00:00,162.52
DC21410602,2022-01-11 13:00:00,141.71
DC21410602,2022-01-11 14:00:00,135.52
DC21410602,2022-01-11 15:00:00,127.35
DC21410602,2022-01-11 16:00:00,117.62
DC21410602,2022-01-11 17:00:00,112.99
DC21410602,2022-01-11 18:00:00,96.73
DC21410602,2022-01-11 19:00:00,84.74
DC21410602,2022-01-11 20:00:00,91.58
DC21410602,2022-01-11 21:00:00,80.59
DC21410602,2022-01-11 22:00:00,64.43
DC21410602,2022-01-11 23:00:00,69.63
DC21410602,2022-01-12 00:00:00,78.38
DC21410602,2022-01-12 01:00:00,80.13
DC21410602,2022-01-12 02:00:00,76.27
DC21410602,2022-01-12 03:00:00,72.31
DC21410602,2022-01-12 04:00:00,84.36
DC21410602,2022-01-12 05:00:00,84.79
DC21410602,2022-01-12 06:00:00,82.38
DC21410602,2022-01-12 07:00:00,89.71
DC21410602,2022-01-12 08:00:00,112.97
DC21410602,2022-01-12 09:00:00,125.11
DC21410602,2022-01-12 10:00:00,150.61
DC21410602,2022-01-12 11:00:00,142.32
DC21410602,2022-01-12 12:00:00,159.7
DC21410602,2022-01-12 13:00:00,151.34
DC21410602,2022-01-12 14:00:00,134.74
DC21410602,2022-01-12 15:00:00,130.68
DC21410602,2022-01-12 16:00:00,126.95
DC21410602,2022-01-12 17:00:00,114.81
DC21410602,2022-01-12 18:00:00,97.74
DC21410602,2022-01-12 19:00:00,95.71
DC21410602,2022-01-12 20:00:00,104.49
DC21410602,2022-01-12 21:00:00,107.96
DC21410602,2022-01-12 22:00:00,122.81
DC21410602,2022-01-12 23:00:00,141.36
DC21410602,2022-01-13 00:00:00,151.08
DC21410602,2022-01-13 01:00:00,156.55
DC21410602,2022-01-13 02:00:00,152.22
DC21410602,2022-01-13 03:00:00,154.42
DC21410602,2022-01-13 04:00:00,175.46
DC21410602,2022-01-13 05:00:00,213.61
DC21410602,2022-01-13 06:00:00,282.94
DC21410602,2022-01-13 07:00:00,383.47
DC21410602,2022-01-13 08:00:00,460.32
DC21410602,2022-01-13 09:00:00,490.3
DC21410602,2022-01-13 10:00:00,493.7
DC21410602,2022-01-13 11:00:00,433.8
DC21410602,2022-01-13 12:00:00,364.72
DC21410602,2022-01-13 13:00:00,334.76
DC21410602,2022-01-13 14:00:00,279.92
DC21410602,2022-01-13 15:00:00,241.35
DC21410602,2022-01-13 16:00:00,207.08
DC21410602,2022-01-13 17:00:00,183.02
DC21410602,2022-01-13 18:00:00,163.8
DC21410602,2022-01-13 19:00:00,158.48
DC21410602,2022-01-13 20:00:00,161.68
DC21410602,2022-01-13 21:00:00,161.1
DC21410602,2022-01-13 22:00:00,160.12
DC21410602,2022-01-13 23:00:00,163.32
DC21410602,2022-01-14 00:00:00,169.26
DC21410602,2022-01-14 01:00:00,171.42
DC21410602,2022-01-14 02:00:00,176.15
DC21410602,2022-01-14 03:00:00,175.24
DC21410602,2022-01-14 04:00:00,170.66
DC21410602,2022-01-14 05:00:00,154.86
DC21410602,2022-01-14 06:00:00,155.64
DC21410602,2022-01-14 07:00:00,165.16
DC21410602,2022-01-14 08:00:00,179.3
DC21410602,2022-01-14 09:00:00,195.94
DC21410602,2022-01-14 10:00:00,214.92
DC21410602,2022-01-14 11:00:00,184.7
DC21410602,2022-01-14 12:00:00,177.65
DC21410602,2022-01-14 13:00:00,173.02
DC21410602,2022-01-14 14:00:00,177.34
DC21410602,2022-01-14 15:00:00,175.71
DC21410602,2022-01-14 16:00:00,149.76
DC21410602,2022-01-14 17:00:00,133.55
DC21410602,2022-01-14 18:00:00,117.92
DC21410602,2022-01-14 19:00:00,113.99
DC21410602,2022-01-14 20:00:00,117.78
DC21410602,2022-01-14 21:00:00,109.76
DC21410602,2022-01-14 22:00:00,102.74
DC21410602,2022-01-14 23:00:00,99.59
DC21410602,2022-01-15 00:00:00,90.2
DC21410602,2022-01-15 01:00:00,70.12
DC21410602,2022-01-15 02:00:00,54.27
DC21410602,2022-01-15 03:00:00,47.74
DC21410602,2022-01-15 04:00:00,41.69
DC21410602,2022-01-15 05:00:00,33.42
DC21410602,2022-01-15 06:00:00,26.94
DC21410602,2022-01-15 07:00:00,24.23
DC21410602,2022-01-15 08:00:00,22.33
DC21410602,2022-01-15 09:00:00,15.51
DC21410602,2022-01-15 10:00:00,8.1
DC21410602,2022-01-15 11:00:00,8.02
DC21410602,2022-01-15 12:00:00,10.97
DC21410602,2022-01-15 13:00:00,14.86
DC21410602,2022-01-15 14:00:00,12.95
DC21410602,2022-01-15 15:00:00,8.36
DC21410602,2022-01-15 16:00:00,13.85
DC21410602,2022-01-15 17:00:00,17.29
DC21410602,2022-01-15 18:00:00,13.72
DC21410602,2022-01-15 19:00:00,18.06
DC21410602,2022-01-15 20:00:00,23.63
DC21410602,2022-01-15 21:00:00,9.33
DC21410602,2022-01-15 22:00:00,7.7
DC21410602,2022-01-15 23:00:00,14.98
DC21410602,2022-01-16 00:00:00,13.25
DC21410602,2022-01-16 01:00:00,15.01
DC21410602,2022-01-16 02:00:00,18.28
DC21410602,2022-01-16 03:00:00,18.51
DC21410602,2022-01-16 04:00:00,21.04
DC21410602,2022-01-16 05:00:00,21.57
DC21410602,2022-01-16 06:00:00,17.64
DC21410602,2022-01-16 07:00:00,17.97
DC21410602,2022-01-16 08:00:00,20.51
DC21410602,2022-01-16 09:00:00,25.19
DC21410602,2022-01-16 10:00:00,28.6
DC21410602,2022-01-16 11:00:00,31.19
DC21410602,2022-01-16 12:00:00,23.93
DC21410602,2022-01-16 13:00:00,25.09
DC21410602,2022-01-16 14:00:00,30.1
DC21410602,2022-01-16 15:00:00,40.1
DC21410602,2022-01-16 16:00:00,53.82
DC21410602,2022-01-16 17:00:00,62.27
DC21410602,2022-01-16 18:00:00,78.15
DC21410602,2022-01-16 19:00:00,86.83
DC21410602,2022-01-16 20:00:00,82.76
DC21410602,2022-01-16 21:00:00,90.63
DC21410602,2022-01-16 22:00:00,96.52
DC21410602,2022-01-16 23:00:00,103.43
DC21410602,2022-01-17 00:00:00,112.04
DC21410602,2022-01-17 01:00:00,114.22
DC21410602,2022-01-17 02:00:00,119.29
DC21410602,2022-01-17 03:00:00,118.91
DC21410602,2022-01-17 04:00:00,118.66
DC21410602,2022-01-17 05:00:00,119.39
DC21410602,2022-01-17 06:00:00,122.57
DC21410602,2022-01-17 07:00:00,131.37
DC21410602,2022-01-17 08:00:00,139.55
DC21410602,2022-01-17 09:00:00,144.97
DC21410602,2022-01-17 10:00:00,146.41
DC21410602,2022-01-17 11:00:00,142.05
DC21410602,2022-01-17 12:00:00,128.7
DC21410602,2022-01-17 13:00:00,116.81
DC21410602,2022-01-17 14:00:00,106.63
DC21410602,2022-01-17 15:00:00,105.8
DC21410602,2022-01-17 16:00:00,106.49
DC21410602,2022-01-17 17:00:00,101.3
DC21410602,2022-01-17 18:00:00,100.69
DC21410602,2022-01-17 19:00:00,104.35
DC21410602,2022-01-17 20:00:00,90.1
DC21410602,2022-01-17 21:00:00,84.41
DC21410602,2022-01-17 22:00:00,77.7
DC21410602,2022-01-17 23:00:00,75.23
DC21410602,2022-01-18 00:00:00,73.81
DC21410602,2022-01-18 01:00:00,72.25
DC21410602,2022-01-18 02:00:00,68.36
DC21410602,2022-01-18 03:00:00,65.97
DC21410602,2022-01-18 04:00:00,74.27
DC21410602,2022-01-18 05:00:00,104.91
DC21410602,2022-01-18 06:00:00,106.3
DC21410602,2022-01-18 07:00:00,138.28
DC21410602,2022-01-18 08:00:00,156.97
DC21410602,2022-01-18 09:00:00,174.86
DC21410602,2022-01-18 10:00:00,187.9
DC21410602,2022-01-18 11:00:00,192.5
DC21410602,2022-01-18 12:00:00,214.21
DC21410602,2022-01-18 13:00:00,206.39
DC21410602,2022-01-18 14:00:00,211.59
DC21410602,2022-01-18 15:00:00,217.6
DC21410602,2022-01-18 16:00:00,201.01
DC21410602,2022-01-18 17:00:00,188.96
DC21410602,2022-01-18 18:00:00,170.25
DC21410602,2022-01-18 19:00:00,149.35
DC21410602,2022-01-18 20:00:00,152.66
DC21410602,2022-01-18 21:00:00,153.62
DC21410602,2022-01-18 22:00:00,157.1
DC21410602,2022-01-18 23:00:00,177.82
DC21410602,2022-01-19 00:00:00,199.1
DC21410602,2022-01-19 01:00:00,230.98
DC21410602,2022-01-19 02:00:00,198.43
DC21410602,2022-01-19 03:00:00,161.19
DC21410602,2022-01-19 04:00:00,134.32
DC21410602,2022-01-19 05:00:00,119.06
DC21410602,2022-01-19 06:00:00,88.47
DC21410602,2022-01-19 07:00:00,138.96
DC21410602,2022-01-19 08:00:00,156.09
DC21410602,2022-01-19 09:00:00,146.3
DC21410602,2022-01-19 10:00:00,149.21
DC21410602,2022-01-19 11:00:00,150.0
DC21410602,2022-01-19 12:00:00,145.13
DC21410602,2022-01-19 13:00:00,140.74
DC21410602,2022-01-19 14:00:00,142.8
DC21410602,2022-01-19 15:00:00,133.68
DC21410602,2022-01-19 16:00:00,134.24
DC21410602,2022-01-19 17:00:00,129.35
DC21410602,2022-01-19 18:00:00,131.9
DC21410602,2022-01-19 19:00:00,131.25
DC21410602,2022-01-19 20:00:00,139.53
DC21410602,2022-01-19 21:00:00,146.86
DC21410602,2022-01-19 22:00:00,146.19
DC21410602,2022-01-19 23:00:00,149.01
DC21410602,2022-01-20 00:00:00,168.12
DC21410602,2022-01-20 01:00:00,171.76
DC21410602,2022-01-20 02:00:00,167.78
DC21410602,2022-01-20 03:00:00,166.97
DC21410602,2022-01-20 04:00:00,165.24
DC21410602,2022-01-20 05:00:00,172.16
DC21410602,2022-01-20 06:00:00,159.43
DC21410602,2022-01-20 07:00:00,222.38
DC21410602,2022-01-20 08:00:00,186.35
DC21410602,2022-01-20 09:00:00,167.73
DC21410602,2022-01-20 10:00:00,160.74
DC21410602,2022-01-20 11:00:00,154.47
DC21410602,2022-01-20 12:00:00,141.84
DC21410602,2022-01-20 13:00:00,124.38
DC21410602,2022-01-20 14:00:00,113.08
DC21410602,2022-01-20 15:00:00,100.63
DC21410602,2022-01-20 16:00:00,93.56
DC21410602,2022-01-20 17:00:00,80.38
DC21410602,2022-01-20 18:00:00,75.51
DC21410602,2022-01-20 19:00:00,78.48
DC21410602,2022-01-20 20:00:00,96.28
DC21410602,2022-01-20 21:00:00,96.88
DC21410602,2022-01-20 22:00:00,75.42
DC21410602,2022-01-20 23:00:00,97.92
DC21410602,2022-01-21 00:00:00,97.93
DC21410602,2022-01-21 01:00:00,85.96
DC21410602,2022-01-21 02:00:00,69.05
DC21410602,2022-01-21 03:00:00,55.02
DC21410602,2022-01-21 04:00:00,54.17
DC21410602,2022-01-21 05:00:00,49.24
DC21410602,2022-01-21 06:00:00,47.26
DC21410602,2022-01-21 07:00:00,66.21
DC21410602,2022-01-21 08:00:00,77.2
DC21410602,2022-01-21 09:00:00,68.0
DC21410602,2022-01-21 10:00:00,58.26
DC21410602,2022-01-21 11:00:00,49.33
DC21410602,2022-01-21 12:00:00,51.94
DC21410602,2022-01-21 13:00:00,52.81
DC21410602,2022-01-21 14:00:00,57.11
DC21410602,2022-01-21 15:00:00,86.06
DC21410602,2022-01-21 16:00:00,61.31
DC21410602,2022-01-21 17:00:00,48.87
DC21410602,2022-01-21 18:00:00,47.85
DC21410602,2022-01-21 19:00:00,45.57
DC21410602,2022-01-21 20:00:00,50.15
DC21410602,2022-01-21 21:00:00,57.03
DC21410602,2022-01-21 22:00:00,45.98
DC21410602,2022-01-21 23:00:00,37.16
DC21410602,2022-01-22 00:00:00,34.73
DC21410602,2022-01-22 01:00:00,24.47
DC21410602,2022-01-22 02:00:00,28.52
DC21410602,2022-01-22 03:00:00,29.29
DC21410602,2022-01-22 04:00:00,25.31
DC21410602,2022-01-22 05:00:00,21.9
DC21410602,2022-01-22 06:00:00,20.57
DC21410602,2022-01-22 07:00:00,19.05
DC21410602,2022-01-22 08:00:00,28.05
DC21410602,2022-01-22 09:00:00,30.68
DC21410602,2022-01-22 10:00:00,27.58
DC21410602,2022-01-22 11:00:00,28.65
DC21410602,2022-01-22 12:00:00,37.34
DC21410602,2022-01-22 13:00:00,37.94
DC21410602,2022-01-22 14:00:00,34.84
DC21410602,2022-01-22 15:00:00,34.34
DC21410602,2022-01-22 16:00:00,35.84
DC21410602,2022-01-22 17:00:00,33.76
DC21410602,2022-01-22 18:00:00,30.02
DC21410602,2022-01-22 19:00:00,29.75
DC21410602,2022-01-22 20:00:00,32.68
DC21410602,2022-01-22 21:00:00,42.9
DC21410602,2022-01-22 22:00:00,44.05
DC21410602,2022-01-22 23:00:00,36.58
DC21410602,2022-01-23 00:00:00,47.63
DC21410602,2022-01-23 01:00:00,58.59
DC21410602,2022-01-23 02:00:00,58.55
DC21410602,2022-01-23 03:00:00,49.4
DC21410602,2022-01-23 04:00:00,44.19
DC21410602,2022-01-23 05:00:00,39.58
DC21410602,2022-01-23 06:00:00,36.63
DC21410602,2022-01-23 07:00:00,34.6
DC21410602,2022-01-23 08:00:00,31.82
DC21410602,2022-01-23 09:00:00,41.92
DC21410602,2022-01-23 10:00:00,41.34
DC21410602,2022-01-23 11:00:00,59.14
DC21410602,2022-01-23 12:00:00,62.02
DC21410602,2022-01-23 13:00:00,62.62
DC21410602,2022-01-23 14:00:00,62.19
DC21410602,2022-01-23 15:00:00,61.53
DC21410602,2022-01-23 16:00:00,56.01
DC21410602,2022-01-23 17:00:00,52.72
DC21410602,2022-01-23 18:00:00,47.89
DC21410602,2022-01-23 19:00:00,51.58
DC21410602,2022-01-23 20:00:00,48.64
DC21410602,2022-01-23 21:00:00,52.35
DC21410602,2022-01-23 22:00:00,56.43
DC21410602,2022-01-23 23:00:00,68.69
DC21410602,2022-01-24 00:00:00,73.13
DC21410602,2022-01-24 01:00:00,68.52
DC21410602,2022-01-24 02:00:00,66.91
DC21410602,2022-01-24 03:00:00,59.81
DC21410602,2022-01-24 04:00:00,60.28
DC21410602,2022-01-24 05:00:00,54.02
DC21410602,2022-01-24 06:00:00,59.01
DC21410602,2022-01-24 07:00:00,76.89
DC21410602,2022-01-24 08:00:00,102.73
DC21410602,2022-01-24 09:00:00,95.1
DC21410602,2022-01-24 10:00:00,96.57
DC21410602,2022-01-24 11:00:00,94.08
DC21410602,2022-01-24 12:00:00,101.85
DC21410602,2022-01-24 13:00:00,108.98
DC21410602,2022-01-24 14:00:00,104.52
DC21410602,2022-01-24 15:00:00,110.22
DC21410602,2022-01-24 16:00:00,92.68
DC21410602,2022-01-24 17:00:00,83.35
DC21410602,2022-01-24 18:00:00,79.13
DC21410602,2022-01-24 19:00:00,78.03
DC21410602,2022-01-24 20:00:00,80.1
DC21410602,2022-01-24 21:00:00,85.76
DC21410602,2022-01-24 22:00:00,92.83
DC21410602,2022-01-24 23:00:00,103.85
DC21410602,2022-01-25 00:00:00,108.03
DC21410602,2022-01-25 01:00:00,102.33
DC21410602,2022-01-25 02:00:00,101.8
DC21410602,2022-01-25 03:00:00,96.96
DC21410602,2022-01-25 04:00:00,95.65
DC21410602,2022-01-25 05:00:00,97.41
DC21410602,2022-01-25 06:00:00,80.28
DC21410602,2022-01-25 07:00:00,115.01
DC21410602,2022-01-25 08:00:00,136.36
DC21410602,2022-01-25 09:00:00,160.98
DC21410602,2022-01-25 10:00:00,161.62
DC21410602,2022-01-25 11:00:00,149.54
DC21410602,2022-01-25 12:00:00,147.63
DC21410602,2022-01-25 13:00:00,134.36
DC21410602,2022-01-25 14:00:00,129.95
DC21410602,2022-01-25 15:00:00,140.57
DC21410602,2022-01-25 16:00:00,130.84
DC21410602,2022-01-25 17:00:00,113.43
DC21410602,2022-01-25 18:00:00,99.13
DC21410602,2022-01-25 19:00:00,85.68
DC21410602,2022-01-25 20:00:00,96.6
DC21410602,2022-01-25 21:00:00,91.82
DC21410602,2022-01-25 22:00:00,78.08
DC21410602,2022-01-25 23:00:00,72.08
DC21410602,2022-01-26 00:00:00,64.31
DC21410602,2022-01-26 01:00:00,49.79
DC21410602,2022-01-26 02:00:00,37.32
DC21410602,2022-01-26 03:00:00,40.44
DC21410602,2022-01-26 04:00:00,50.96
DC21410602,2022-01-26 05:00:00,61.69
DC21410602,2022-01-26 06:00:00,26.27
DC21410602,2022-01-26 07:00:00,41.84
DC21410602,2022-01-26 08:00:00,82.26
DC21410602,2022-01-26 09:00:00,128.04
DC21410602,2022-01-26 10:00:00,119.22
DC21410602,2022-01-26 11:00:00,110.78
DC21410602,2022-01-26 12:00:00,194.5
DC21410602,2022-01-26 13:00:00,220.76
DC21410602,2022-01-26 14:00:00,157.65
DC21410602,2022-01-26 15:00:00,132.84
DC21410602,2022-01-26 16:00:00,109.58
DC21410602,2022-01-26 17:00:00,83.68
DC21410602,2022-01-26 18:00:00,76.33
DC21410602,2022-01-26 19:00:00,71.32
