Sensor,Time Point,value
VC21410591,2022-01-08 12:00:00,16.15
VC21410591,2022-01-08 13:00:00,16.3
VC21410591,2022-01-08 14:00:00,16.51
VC21410591,2022-01-08 15:00:00,16.49
VC21410591,2022-01-08 16:00:00,16.41
VC21410591,2022-01-08 17:00:00,16.43
VC21410591,2022-01-08 18:00:00,16.54
VC21410591,2022-01-08 19:00:00,16.66
VC21410591,2022-01-08 20:00:00,16.69
VC21410591,2022-01-08 21:00:00,16.79
VC21410591,2022-01-08 22:00:00,16.94
VC21410591,2022-01-08 23:00:00,17.19
VC21410591,2022-01-09 00:00:00,17.59
VC21410591,2022-01-09 01:00:00,17.79
VC21410591,2022-01-09 02:00:00,17.68
VC21410591,2022-01-09 03:00:00,17.58
VC21410591,2022-01-09 04:00:00,17.56
VC21410591,2022-01-09 05:00:00,17.64
VC21410591,2022-01-09 06:00:00,17.79
VC21410591,2022-01-09 07:00:00,17.89
VC21410591,2022-01-09 08:00:00,18.0
VC21410591,2022-01-09 09:00:00,18.15
VC21410591,2022-01-09 10:00:00,18.4
VC21410591,2022-01-09 11:00:00,18.98
VC21410591,2022-01-09 12:00:00,20.09
VC21410591,2022-01-09 13:00:00,21.16
VC21410591,2022-01-09 14:00:00,22.2
VC21410591,2022-01-09 15:00:00,22.92
VC21410591,2022-01-09 16:00:00,23.59
VC21410591,2022-01-09 17:00:00,24.3
VC21410591,2022-01-09 18:00:00,24.82
VC21410591,2022-01-09 19:00:00,25.42
VC21410591,2022-01-09 20:00:00,26.31
VC21410591,2022-01-09 21:00:00,26.91
VC21410591,2022-01-09 22:00:00,27.09
VC21410591,2022-01-09 23:00:00,27.02
VC21410591,2022-01-10 00:00:00,26.38
VC21410591,2022-01-10 01:00:00,25.5
VC21410591,2022-01-10 02:00:00,24.61
VC21410591,2022-01-10 03:00:00,23.66
VC21410591,2022-01-10 04:00:00,22.75
VC21410591,2022-01-10 05:00:00,21.61
VC21410591,2022-01-10 06:00:00,20.89
VC21410591,2022-01-10 07:00:00,20.39
VC21410591,2022-01-10 08:00:00,19.89
VC21410591,2022-01-10 09:00:00,19.3
VC21410591,2022-01-10 10:00:00,18.77
VC21410591,2022-01-10 11:00:00,18.07
VC21410591,2022-01-10 12:00:00,17.83
VC21410591,2022-01-10 13:00:00,17.8
VC21410591,2022-01-10 14:00:00,17.3
VC21410591,2022-01-10 15:00:00,17.63
VC21410591,2022-01-10 16:00:00,17.49
VC21410591,2022-01-10 17:00:00,17.59
VC21410591,2022-01-10 18:00:00,17.26
VC21410591,2022-01-10 19:00:00,17.23
VC21410591,2022-01-10 20:00:00,17.14
VC21410591,2022-01-10 21:00:00,17.16
VC21410591,2022-01-10 22:00:00,16.97
VC21410591,2022-01-10 23:00:00,16.73
VC21410591,2022-01-11 00:00:00,16.49
VC21410591,2022-01-11 01:00:00,16.38
VC21410591,2022-01-11 02:00:00,16.29
VC21410591,2022-01-11 03:00:00,16.21
VC21410591,2022-01-11 04:00:00,15.94
VC21410591,2022-01-11 05:00:00,15.03
VC21410591,2022-01-11 06:00:00,14.9
VC21410591,2022-01-11 07:00:00,14.91
VC21410591,2022-01-11 08:00:00,14.75
VC21410591,2022-01-11 09:00:00,14.42
VC21410591,2022-01-11 10:00:00,14.06
VC21410591,2022-01-11 11:00:00,13.55
VC21410591,2022-01-11 12:00:00,12.96
VC21410591,2022-01-11 13:00:00,12.52
VC21410591,2022-01-11 14:00:00,12.31
VC21410591,2022-01-11 15:00:00,11.87
VC21410591,2022-01-11 16:00:00,11.69
VC21410591,2022-01-11 17:00:00,11.51
VC21410591,2022-01-11 18:00:00,11.39
VC21410591,2022-01-11 19:00:00,11.41
VC21410591,2022-01-11 20:00:00,11.52
VC21410591,2022-01-11 21:00:00,11.5
VC21410591,2022-01-11 22:00:00,11.63
VC21410591,2022-01-11 23:00:00,11.64
VC21410591,2022-01-12 00:00:00,11.61
VC21410591,2022-01-12 01:00:00,11.63
VC21410591,2022-01-12 02:00:00,11.96
VC21410591,2022-01-12 03:00:00,12.15
VC21410591,2022-01-12 04:00:00,12.43
VC21410591,2022-01-12 05:00:00,12.56
VC21410591,2022-01-12 06:00:00,12.67
VC21410591,2022-01-12 07:00:00,12.72
VC21410591,2022-01-12 08:00:00,12.68
VC21410591,2022-01-12 09:00:00,12.76
VC21410591,2022-01-12 10:00:00,13.12
VC21410591,2022-01-12 11:00:00,13.58
VC21410591,2022-01-12 12:00:00,13.5
VC21410591,2022-01-12 13:00:00,13.97
VC21410591,2022-01-12 14:00:00,14.34
VC21410591,2022-01-12 15:00:00,14.64
VC21410591,2022-01-12 16:00:00,14.8
VC21410591,2022-01-12 17:00:00,15.06
VC21410591,2022-01-12 18:00:00,15.25
VC21410591,2022-01-12 19:00:00,15.34
VC21410591,2022-01-12 20:00:00,15.71
VC21410591,2022-01-12 21:00:00,15.73
VC21410591,2022-01-12 22:00:00,16.06
VC21410591,2022-01-12 23:00:00,16.43
VC21410591,2022-01-13 00:00:00,16.69
VC21410591,2022-01-13 01:00:00,16.85
VC21410591,2022-01-13 02:00:00,17.07
VC21410591,2022-01-13 03:00:00,17.36
VC21410591,2022-01-13 04:00:00,17.77
VC21410591,2022-01-13 05:00:00,18.26
VC21410591,2022-01-13 06:00:00,18.55
VC21410591,2022-01-13 07:00:00,18.86
VC21410591,2022-01-13 08:00:00,19.13
VC21410591,2022-01-13 09:00:00,19.37
VC21410591,2022-01-13 10:00:00,19.68
VC21410591,2022-01-13 11:00:00,19.64
VC21410591,2022-01-13 12:00:00,19.51
VC21410591,2022-01-13 13:00:00,19.39
VC21410591,2022-01-13 14:00:00,19.1
VC21410591,2022-01-13 15:00:00,18.92
VC21410591,2022-01-13 16:00:00,18.9
VC21410591,2022-01-13 17:00:00,19.04
VC21410591,2022-01-13 18:00:00,19.27
VC21410591,2022-01-13 19:00:00,19.57
VC21410591,2022-01-13 20:00:00,19.66
VC21410591,2022-01-13 21:00:00,19.69
VC21410591,2022-01-13 22:00:00,19.71
VC21410591,2022-01-13 23:00:00,19.8
VC21410591,2022-01-14 00:00:00,19.65
VC21410591,2022-01-14 01:00:00,19.65
VC21410591,2022-01-14 02:00:00,19.77
VC21410591,2022-01-14 03:00:00,19.72
VC21410591,2022-01-14 04:00:00,19.88
VC21410591,2022-01-14 05:00:00,19.93
VC21410591,2022-01-14 06:00:00,20.05
VC21410591,2022-01-14 07:00:00,20.39
VC21410591,2022-01-14 08:00:00,21.31
VC21410591,2022-01-14 09:00:00,21.76
VC21410591,2022-01-14 10:00:00,22.25
VC21410591,2022-01-14 11:00:00,22.47
VC21410591,2022-01-14 12:00:00,22.43
VC21410591,2022-01-14 13:00:00,22.38
VC21410591,2022-01-14 14:00:00,22.2
VC21410591,2022-01-14 15:00:00,21.82
VC21410591,2022-01-14 16:00:00,21.62
VC21410591,2022-01-14 17:00:00,21.38
VC21410591,2022-01-14 18:00:00,21.06
VC21410591,2022-01-14 19:00:00,20.73
VC21410591,2022-01-14 20:00:00,20.53
VC21410591,2022-01-14 21:00:00,20.44
VC21410591,2022-01-14 22:00:00,20.36
VC21410591,2022-01-14 23:00:00,20.25
VC21410591,2022-01-15 00:00:00,19.89
VC21410591,2022-01-15 01:00:00,19.41
VC21410591,2022-01-15 02:00:00,18.69
VC21410591,2022-01-15 03:00:00,17.95
VC21410591,2022-01-15 04:00:00,17.33
VC21410591,2022-01-15 05:00:00,16.71
VC21410591,2022-01-15 06:00:00,16.15
VC21410591,2022-01-15 07:00:00,15.61
VC21410591,2022-01-15 08:00:00,15.13
VC21410591,2022-01-15 09:00:00,14.69
VC21410591,2022-01-15 10:00:00,14.27
VC21410591,2022-01-15 11:00:00,13.93
VC21410591,2022-01-15 12:00:00,13.59
VC21410591,2022-01-15 13:00:00,13.3
VC21410591,2022-01-15 14:00:00,13.1
VC21410591,2022-01-15 15:00:00,12.93
VC21410591,2022-01-15 16:00:00,12.77
VC21410591,2022-01-15 17:00:00,12.69
VC21410591,2022-01-15 18:00:00,12.6
VC21410591,2022-01-15 19:00:00,12.53
VC21410591,2022-01-15 20:00:00,12.42
VC21410591,2022-01-15 21:00:00,12.27
VC21410591,2022-01-15 22:00:00,12.15
VC21410591,2022-01-15 23:00:00,12.0
VC21410591,2022-01-16 00:00:00,11.89
VC21410591,2022-01-16 01:00:00,11.81
VC21410591,2022-01-16 02:00:00,12.0
VC21410591,2022-01-16 03:00:00,11.95
VC21410591,2022-01-16 04:00:00,11.88
VC21410591,2022-01-16 05:00:00,11.74
VC21410591,2022-01-16 06:00:00,11.66
VC21410591,2022-01-16 07:00:00,11.6
VC21410591,2022-01-16 08:00:00,11.67
VC21410591,2022-01-16 09:00:00,11.8
VC21410591,2022-01-16 10:00:00,11.83
VC21410591,2022-01-16 11:00:00,11.76
VC21410591,2022-01-16 12:00:00,11.81
VC21410591,2022-01-16 13:00:00,11.98
VC21410591,2022-01-16 14:00:00,12.26
VC21410591,2022-01-16 15:00:00,12.86
VC21410591,2022-01-16 16:00:00,13.44
VC21410591,2022-01-16 17:00:00,14.04
VC21410591,2022-01-16 18:00:00,14.61
VC21410591,2022-01-16 19:00:00,15.26
VC21410591,2022-01-16 20:00:00,15.98
VC21410591,2022-01-16 21:00:00,16.7
VC21410591,2022-01-16 22:00:00,17.52
VC21410591,2022-01-16 23:00:00,18.31
VC21410591,2022-01-17 00:00:00,19.12
VC21410591,2022-01-17 01:00:00,20.02
VC21410591,2022-01-17 02:00:00,20.47
VC21410591,2022-01-17 03:00:00,20.39
VC21410591,2022-01-17 04:00:00,20.28
VC21410591,2022-01-17 05:00:00,20.3
VC21410591,2022-01-17 06:00:00,20.43
VC21410591,2022-01-17 07:00:00,20.43
VC21410591,2022-01-17 08:00:00,20.54
VC21410591,2022-01-17 09:00:00,20.56
VC21410591,2022-01-17 10:00:00,20.43
VC21410591,2022-01-17 11:00:00,20.12
VC21410591,2022-01-17 12:00:00,19.53
VC21410591,2022-01-17 13:00:00,19.09
VC21410591,2022-01-17 14:00:00,18.64
VC21410591,2022-01-17 15:00:00,18.36
VC21410591,2022-01-17 16:00:00,18.13
VC21410591,2022-01-17 17:00:00,17.87
VC21410591,2022-01-17 18:00:00,17.54
VC21410591,2022-01-17 19:00:00,17.25
VC21410591,2022-01-17 20:00:00,17.06
VC21410591,2022-01-17 21:00:00,16.85
VC21410591,2022-01-17 22:00:00,16.64
VC21410591,2022-01-17 23:00:00,16.55
VC21410591,2022-01-18 00:00:00,16.55
VC21410591,2022-01-18 01:00:00,16.51
VC21410591,2022-01-18 02:00:00,16.46
VC21410591,2022-01-18 03:00:00,16.48
VC21410591,2022-01-18 04:00:00,16.62
VC21410591,2022-01-18 05:00:00,16.69
VC21410591,2022-01-18 06:00:00,16.81
VC21410591,2022-01-18 07:00:00,16.62
VC21410591,2022-01-18 08:00:00,16.57
VC21410591,2022-01-18 09:00:00,16.69
VC21410591,2022-01-18 10:00:00,16.82
VC21410591,2022-01-18 11:00:00,16.86
VC21410591,2022-01-18 12:00:00,16.76
VC21410591,2022-01-18 13:00:00,16.62
VC21410591,2022-01-18 14:00:00,16.42
VC21410591,2022-01-18 15:00:00,16.24
VC21410591,2022-01-18 16:00:00,16.13
VC21410591,2022-01-18 17:00:00,15.94
VC21410591,2022-01-18 18:00:00,15.75
VC21410591,2022-01-18 19:00:00,15.82
VC21410591,2022-01-18 20:00:00,16.36
VC21410591,2022-01-18 21:00:00,16.71
VC21410591,2022-01-18 22:00:00,17.11
VC21410591,2022-01-18 23:00:00,17.32
VC21410591,2022-01-19 00:00:00,17.44
VC21410591,2022-01-19 01:00:00,17.52
VC21410591,2022-01-19 02:00:00,17.66
VC21410591,2022-01-19 03:00:00,17.64
VC21410591,2022-01-19 04:00:00,17.66
VC21410591,2022-01-19 05:00:00,17.01
VC21410591,2022-01-19 06:00:00,16.43
VC21410591,2022-01-19 07:00:00,16.41
VC21410591,2022-01-19 08:00:00,16.59
VC21410591,2022-01-19 09:00:00,16.75
VC21410591,2022-01-19 10:00:00,16.93
VC21410591,2022-01-19 11:00:00,17.17
VC21410591,2022-01-19 12:00:00,17.57
VC21410591,2022-01-19 13:00:00,17.98
VC21410591,2022-01-19 14:00:00,18.21
VC21410591,2022-01-19 15:00:00,18.38
VC21410591,2022-01-19 16:00:00,18.61
VC21410591,2022-01-19 17:00:00,18.82
VC21410591,2022-01-19 18:00:00,18.78
VC21410591,2022-01-19 19:00:00,18.91
VC21410591,2022-01-19 20:00:00,19.37
VC21410591,2022-01-19 21:00:00,19.73
VC21410591,2022-01-19 22:00:00,20.06
VC21410591,2022-01-19 23:00:00,20.6
VC21410591,2022-01-20 00:00:00,21.63
VC21410591,2022-01-20 01:00:00,23.23
VC21410591,2022-01-20 02:00:00,24.33
VC21410591,2022-01-20 03:00:00,24.9
VC21410591,2022-01-20 04:00:00,25.49
VC21410591,2022-01-20 05:00:00,26.21
VC21410591,2022-01-20 06:00:00,26.93
VC21410591,2022-01-20 07:00:00,27.55
VC21410591,2022-01-20 08:00:00,27.77
VC21410591,2022-01-20 09:00:00,27.79
VC21410591,2022-01-20 10:00:00,27.54
VC21410591,2022-01-20 11:00:00,27.1
VC21410591,2022-01-20 12:00:00,26.44
VC21410591,2022-01-20 13:00:00,25.45
VC21410591,2022-01-20 14:00:00,24.11
VC21410591,2022-01-20 15:00:00,22.86
VC21410591,2022-01-20 16:00:00,21.6
VC21410591,2022-01-20 17:00:00,20.63
VC21410591,2022-01-20 18:00:00,19.75
VC21410591,2022-01-20 19:00:00,18.99
VC21410591,2022-01-20 20:00:00,18.19
VC21410591,2022-01-20 21:00:00,17.68
VC21410591,2022-01-20 22:00:00,18.21
VC21410591,2022-01-20 23:00:00,17.5
VC21410591,2022-01-21 00:00:00,16.57
VC21410591,2022-01-21 01:00:00,15.99
VC21410591,2022-01-21 02:00:00,15.52
VC21410591,2022-01-21 03:00:00,15.21
VC21410591,2022-01-21 04:00:00,15.06
VC21410591,2022-01-21 05:00:00,14.8
VC21410591,2022-01-21 06:00:00,14.23
VC21410591,2022-01-21 07:00:00,13.75
VC21410591,2022-01-21 08:00:00,13.52
VC21410591,2022-01-21 09:00:00,13.32
VC21410591,2022-01-21 10:00:00,13.14
VC21410591,2022-01-21 11:00:00,12.91
VC21410591,2022-01-21 12:00:00,12.75
VC21410591,2022-01-21 13:00:00,12.76
VC21410591,2022-01-21 14:00:00,12.73
VC21410591,2022-01-21 15:00:00,12.61
VC21410591,2022-01-21 16:00:00,12.53
VC21410591,2022-01-21 17:00:00,12.47
VC21410591,2022-01-21 18:00:00,12.47
VC21410591,2022-01-21 19:00:00,12.6
VC21410591,2022-01-21 20:00:00,12.68
VC21410591,2022-01-21 21:00:00,12.62
VC21410591,2022-01-21 22:00:00,12.59
VC21410591,2022-01-21 23:00:00,12.6
VC21410591,2022-01-22 00:00:00,12.78
VC21410591,2022-01-22 01:00:00,12.78
VC21410591,2022-01-22 02:00:00,12.69
VC21410591,2022-01-22 03:00:00,12.66
VC21410591,2022-01-22 04:00:00,12.57
VC21410591,2022-01-22 05:00:00,12.46
VC21410591,2022-01-22 06:00:00,12.36
VC21410591,2022-01-22 07:00:00,12.29
VC21410591,2022-01-22 08:00:00,12.23
VC21410591,2022-01-22 09:00:00,12.16
VC21410591,2022-01-22 10:00:00,12.14
VC21410591,2022-01-22 11:00:00,12.07
VC21410591,2022-01-22 12:00:00,11.73
VC21410591,2022-01-22 13:00:00,11.55
VC21410591,2022-01-22 14:00:00,11.54
VC21410591,2022-01-22 15:00:00,11.75
VC21410591,2022-01-22 16:00:00,11.68
VC21410591,2022-01-22 17:00:00,11.65
VC21410591,2022-01-22 18:00:00,11.89
VC21410591,2022-01-22 19:00:00,12.01
VC21410591,2022-01-22 20:00:00,11.91
VC21410591,2022-01-22 21:00:00,12.01
VC21410591,2022-01-22 22:00:00,12.22
VC21410591,2022-01-22 23:00:00,12.34
VC21410591,2022-01-23 00:00:00,12.24
VC21410591,2022-01-23 01:00:00,12.2
VC21410591,2022-01-23 02:00:00,12.4
VC21410591,2022-01-23 03:00:00,12.34
VC21410591,2022-01-23 04:00:00,12.3
VC21410591,2022-01-23 05:00:00,12.33
VC21410591,2022-01-23 06:00:00,12.33
VC21410591,2022-01-23 07:00:00,12.29
VC21410591,2022-01-23 08:00:00,12.38
VC21410591,2022-01-23 09:00:00,12.63
VC21410591,2022-01-23 10:00:00,12.72
VC21410591,2022-01-23 11:00:00,12.68
VC21410591,2022-01-23 12:00:00,12.62
VC21410591,2022-01-23 13:00:00,12.67
VC21410591,2022-01-23 14:00:00,12.85
VC21410591,2022-01-23 15:00:00,13.05
VC21410591,2022-01-23 16:00:00,13.24
VC21410591,2022-01-23 17:00:00,13.45
VC21410591,2022-01-23 18:00:00,13.61
VC21410591,2022-01-23 19:00:00,13.82
VC21410591,2022-01-23 20:00:00,14.08
VC21410591,2022-01-23 21:00:00,14.34
VC21410591,2022-01-23 22:00:00,14.51
VC21410591,2022-01-23 23:00:00,14.64
VC21410591,2022-01-24 00:00:00,14.79
VC21410591,2022-01-24 01:00:00,15.03
VC21410591,2022-01-24 02:00:00,15.27
VC21410591,2022-01-24 03:00:00,15.55
VC21410591,2022-01-24 04:00:00,15.86
VC21410591,2022-01-24 05:00:00,16.01
VC21410591,2022-01-24 06:00:00,15.78
VC21410591,2022-01-24 07:00:00,14.86
VC21410591,2022-01-24 08:00:00,14.54
VC21410591,2022-01-24 09:00:00,14.45
VC21410591,2022-01-24 10:00:00,14.34
VC21410591,2022-01-24 11:00:00,14.35
VC21410591,2022-01-24 12:00:00,14.62
VC21410591,2022-01-24 13:00:00,14.72
VC21410591,2022-01-24 14:00:00,14.74
VC21410591,2022-01-24 15:00:00,14.91
VC21410591,2022-01-24 16:00:00,15.22
VC21410591,2022-01-24 17:00:00,15.64
VC21410591,2022-01-24 18:00:00,16.03
VC21410591,2022-01-24 19:00:00,16.38
VC21410591,2022-01-24 20:00:00,17.05
VC21410591,2022-01-24 21:00:00,17.43
VC21410591,2022-01-24 22:00:00,17.59
VC21410591,2022-01-24 23:00:00,17.81
VC21410591,2022-01-25 00:00:00,17.94
VC21410591,2022-01-25 01:00:00,17.98
VC21410591,2022-01-25 02:00:00,18.12
VC21410591,2022-01-25 03:00:00,18.2
VC21410591,2022-01-25 04:00:00,18.24
VC21410591,2022-01-25 05:00:00,17.97
VC21410591,2022-01-25 06:00:00,17.85
VC21410591,2022-01-25 07:00:00,17.91
VC21410591,2022-01-25 08:00:00,18.01
VC21410591,2022-01-25 09:00:00,18.08
VC21410591,2022-01-25 10:00:00,18.31
VC21410591,2022-01-25 11:00:00,18.63
VC21410591,2022-01-25 12:00:00,19.06
VC21410591,2022-01-25 13:00:00,19.34
VC21410591,2022-01-25 14:00:00,19.49
VC21410591,2022-01-25 15:00:00,19.56
VC21410591,2022-01-25 16:00:00,19.29
VC21410591,2022-01-25 17:00:00,18.6
VC21410591,2022-01-25 18:00:00,17.73
VC21410591,2022-01-25 19:00:00,17.14
VC21410591,2022-01-25 20:00:00,17.21
VC21410591,2022-01-25 21:00:00,16.86
VC21410591,2022-01-25 22:00:00,16.47
VC21410591,2022-01-25 23:00:00,16.42
VC21410591,2022-01-26 00:00:00,16.07
VC21410591,2022-01-26 01:00:00,15.99
VC21410591,2022-01-26 02:00:00,15.78
VC21410591,2022-01-26 03:00:00,15.53
VC21410591,2022-01-26 04:00:00,15.31
VC21410591,2022-01-26 05:00:00,14.51
VC21410591,2022-01-26 06:00:00,13.91
VC21410591,2022-01-26 07:00:00,13.42
VC21410591,2022-01-26 08:00:00,13.06
VC21410591,2022-01-26 09:00:00,12.79
VC21410591,2022-01-26 10:00:00,12.68
VC21410591,2022-01-26 11:00:00,12.24
VC21410591,2022-01-26 12:00:00,11.9
VC21410591,2022-01-26 13:00:00,11.67
VC21410591,2022-01-26 14:00:00,11.38
VC21410591,2022-01-26 15:00:00,11.35
VC21410591,2022-01-26 16:00:00,11.31
VC21410591,2022-01-26 17:00:00,11.49
VC21410591,2022-01-26 18:00:00,11.32
VC21410591,2022-01-26 19:00:00,11.32
VC21410591,2022-01-26 20:00:00,11.72
VC21410591,2022-01-26 21:00:00,11.97
VC21410591,2022-01-26 22:00:00,12.2
VC21410591,2022-01-26 23:00:00,12.06
VC21410591,2022-01-27 00:00:00,11.9
VC21410591,2022-01-27 01:00:00,11.86
VC21410591,2022-01-27 02:00:00,11.92
VC21410591,2022-01-27 03:00:00,12.0
VC21410591,2022-01-27 04:00:00,12.05
VC21410591,2022-01-27 05:00:00,12.06
VC21410591,2022-01-27 06:00:00,12.09
VC21410591,2022-01-27 07:00:00,12.11
VC21410591,2022-01-27 08:00:00,11.99
VC21410591,2022-01-27 09:00:00,11.96
VC21410591,2022-01-27 10:00:00,12.01
VC21410591,2022-01-27 11:00:00,11.67
VC21410591,2022-01-27 12:00:00,11.4
VC21410591,2022-01-27 13:00:00,11.56
VC21410591,2022-01-27 14:00:00,11.92
VC21410591,2022-01-27 15:00:00,12.19
VC21410591,2022-01-27 16:00:00,12.31
VC21410591,2022-01-27 17:00:00,12.55
VC21410591,2022-01-27 18:00:00,12.73
VC21410591,2022-01-27 19:00:00,12.88
VC21410591,2022-01-27 20:00:00,12.92
VC21410591,2022-01-27 21:00:00,13.05
VC21410591,2022-01-27 22:00:00,13.3
VC21410591,2022-01-27 23:00:00,13.5
VC21410591,2022-01-28 00:00:00,13.72
VC21410591,2022-01-28 01:00:00,13.84
VC21410591,2022-01-28 02:00:00,13.92
VC21410591,2022-01-28 03:00:00,13.97
VC21410591,2022-01-28 04:00:00,14.02
VC21410591,2022-01-28 05:00:00,14.05
VC21410591,2022-01-28 06:00:00,14.11
VC21410591,2022-01-28 07:00:00,14.36
VC21410591,2022-01-28 08:00:00,14.61
VC21410591,2022-01-28 09:00:00,14.72
VC21410591,2022-01-28 10:00:00,14.77
VC21410591,2022-01-28 11:00:00,14.78
VC21410591,2022-01-28 12:00:00,15.04
VC21410591,2022-01-28 13:00:00,15.94
VC21410591,2022-01-28 14:00:00,16.89
VC21410591,2022-01-28 15:00:00,18.09
VC21410591,2022-01-28 16:00:00,19.22
VC21410591,2022-01-28 17:00:00,19.95
VC21410591,2022-01-28 18:00:00,20.34
VC21410591,2022-01-28 19:00:00,20.42
VC21410591,2022-01-28 20:00:00,19.88
VC21410591,2022-01-28 21:00:00,19.81
VC21410591,2022-01-28 22:00:00,20.32
VC21410591,2022-01-28 23:00:00,20.44
VC21410591,2022-01-29 00:00:00,20.27
VC21410591,2022-01-29 01:00:00,20.23
VC21410591,2022-01-29 02:00:00,20.03
VC21410591,2022-01-29 03:00:00,19.89
VC21410591,2022-01-29 04:00:00,19.62
VC21410591,2022-01-29 05:00:00,19.26
VC21410591,2022-01-29 06:00:00,18.93
VC21410591,2022-01-29 07:00:00,18.49
VC21410591,2022-01-29 08:00:00,17.98
VC21410591,2022-01-29 09:00:00,17.63
VC21410591,2022-01-29 10:00:00,17.3
VC21410591,2022-01-29 11:00:00,16.53
VC21410591,2022-01-29 12:00:00,15.78
VC21410591,2022-01-29 13:00:00,15.49
VC21410591,2022-01-29 14:00:00,15.38
VC21410591,2022-01-29 15:00:00,15.32
VC21410591,2022-01-29 16:00:00,15.18
VC21410591,2022-01-29 17:00:00,14.95
VC21410591,2022-01-29 18:00:00,14.78
VC21410591,2022-01-29 19:00:00,14.46
VC21410591,2022-01-29 20:00:00,14.21
VC21410591,2022-01-29 21:00:00,14.23
VC21410591,2022-01-29 22:00:00,14.08
VC21410591,2022-01-29 23:00:00,13.81
VC21410591,2022-01-30 00:00:00,13.78
VC21410591,2022-01-30 01:00:00,13.65
VC21410591,2022-01-30 02:00:00,13.49
VC21410591,2022-01-30 03:00:00,13.27
VC21410591,2022-01-30 04:00:00,13.18
VC21410591,2022-01-30 05:00:00,13.1
VC21410591,2022-01-30 06:00:00,13.01
VC21410591,2022-01-30 07:00:00,12.91
VC21410591,2022-01-30 08:00:00,12.72
VC21410591,2022-01-30 09:00:00,12.59
VC21410591,2022-01-30 10:00:00,12.56
VC21410591,2022-01-30 11:00:00,12.61
VC21410591,2022-01-30 12:00:00,12.52
VC21410591,2022-01-30 13:00:00,12.25
VC21410591,2022-01-30 14:00:00,12.47
VC21410591,2022-01-30 15:00:00,12.57
VC21410591,2022-01-30 16:00:00,12.82
VC21410591,2022-01-30 17:00:00,12.95
VC21410591,2022-01-30 18:00:00,13.05
VC21410591,2022-01-30 19:00:00,13.02
VC21410591,2022-01-30 20:00:00,13.02
VC21410591,2022-01-30 21:00:00,13.03
VC21410591,2022-01-30 22:00:00,13.14
VC21410591,2022-01-30 23:00:00,13.26
VC21410591,2022-01-31 00:00:00,13.42
VC21410591,2022-01-31 01:00:00,13.44
VC21410591,2022-01-31 02:00:00,13.58
VC21410591,2022-01-31 03:00:00,13.67
VC21410591,2022-01-31 04:00:00,13.66
VC21410591,2022-01-31 05:00:00,13.46
VC21410591,2022-01-31 06:00:00,13.31
VC21410591,2022-01-31 07:00:00,13.16
VC21410591,2022-01-31 08:00:00,13.19
VC21410591,2022-01-31 09:00:00,13.35
VC21410591,2022-01-31 10:00:00,13.42
VC21410591,2022-01-31 11:00:00,13.63
VC21410591,2022-01-31 12:00:00,13.78
VC21410591,2022-01-31 13:00:00,13.98
VC21410591,2022-01-31 14:00:00,14.17
VC21410591,2022-01-31 15:00:00,14.4
VC21410591,2022-01-31 16:00:00,14.39
VC21410591,2022-01-31 17:00:00,14.21
VC21410591,2022-01-31 18:00:00,14.05
VC21410591,2022-01-31 19:00:00,13.81
VC21410591,2022-01-31 20:00:00,14.05
VC21410591,2022-01-31 21:00:00,14.18
VC21410591,2022-01-31 22:00:00,14.27
VC21410591,2022-01-31 23:00:00,14.35
VC21410591,2022-02-01 00:00:00,14.46
VC21410591,2022-02-01 01:00:00,14.57
VC21410591,2022-02-01 02:00:00,14.69
VC21410591,2022-02-01 03:00:00,14.86
VC21410591,2022-02-01 04:00:00,14.96
VC21410591,2022-02-01 05:00:00,14.63
VC21410591,2022-02-01 06:00:00,14.41
VC21410591,2022-02-01 07:00:00,14.14
VC21410591,2022-02-01 08:00:00,13.97
VC21410591,2022-02-01 09:00:00,14.04
VC21410591,2022-02-01 10:00:00,14.32
VC21410591,2022-02-01 11:00:00,14.62
VC21410591,2022-02-01 12:00:00,15.0
VC21410591,2022-02-01 13:00:00,15.48
VC21410591,2022-02-01 14:00:00,15.85
VC21410591,2022-02-01 15:00:00,16.07
VC21410591,2022-02-01 16:00:00,16.35
VC21410591,2022-02-01 17:00:00,16.56
VC21410591,2022-02-01 18:00:00,16.72
VC21410591,2022-02-01 19:00:00,16.88
VC21410591,2022-02-01 20:00:00,16.95
VC21410591,2022-02-01 21:00:00,17.04
VC21410591,2022-02-01 22:00:00,17.16
VC21410591,2022-02-01 23:00:00,17.23
VC21410591,2022-02-02 00:00:00,17.49
VC21410591,2022-02-02 01:00:00,17.76
VC21410591,2022-02-02 02:00:00,17.86
VC21410591,2022-02-02 03:00:00,18.07
VC21410591,2022-02-02 04:00:00,18.2
VC21410591,2022-02-02 05:00:00,18.11
VC21410591,2022-02-02 06:00:00,18.31
VC21410591,2022-02-02 07:00:00,18.65
VC21410591,2022-02-02 08:00:00,18.85
VC21410591,2022-02-02 09:00:00,19.19
VC21410591,2022-02-02 10:00:00,19.58
VC21410591,2022-02-02 11:00:00,19.9
VC21410591,2022-02-02 12:00:00,20.23
VC21410591,2022-02-02 13:00:00,20.53
VC21410591,2022-02-02 14:00:00,20.73
VC21410591,2022-02-02 15:00:00,21.02
VC21410591,2022-02-02 16:00:00,21.42
VC21410591,2022-02-02 17:00:00,21.86
VC21410591,2022-02-02 18:00:00,22.32
VC21410591,2022-02-02 19:00:00,22.53
